Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
140	85	0	2.0610283	-0.0057358963	-0.00164422677	-0.0128209335	0.00381730475	0.00159413577	16.2386755	0	0	0	0	3
141	85	0	2.07574993	-0.00433770437	-0.0015478269	-0.0128209335	0.00381730475	0.00143444768	15.9070241	0	0	0	0	3
142	86	0	2.09047156	-0.00804415417	-0.00158241891	-0.0128209335	0.00381730475	0.00128395012	16.0759632	0	0	0	0	3
143	86	0	2.10519319	-0.00574453242	-0.00155341295	-0.0128209335	0.00381730475	0.00113197569	15.9068868	0	0	0	0	3
144	87	0	2.11991482	-0.00575975661	-0.00153789896	-0.0128209335	0.00381730475	0.000762539788	15.9066598	0	0	0	0	3
145	87	0	2.13463645	-0.00627856185	-0.00134547626	-0.00804415417	0.00381730475	0.000763804478	16.0796528	0	0	0	0	3
146	88	0	2.14935808	-0.00698204377	-0.00139220445	-0.00804415417	0.00381730475	0.000763804478	16.0794175	0	0	0	0	3
147	88	0	2.16407971	-0.00561464531	-0.00140605265	-0.00804415417	0.00381730475	0.000763804478	16.0822247	0	0	0	0	3
148	89	0	2.17880134	-0.00437867853	-0.00142306496	-0.00804415417	0.00381730475	0.000763804478	15.9117885	0	0	0	0	3
149	90	0	2.19352297	-0.00409439486	-0.00138693695	-0.00804415417	0.00381730475	0.000763804478	15.9165533	0	0	0	0	3
150	90	0	2.2082446	-0.00487395983	-0.00136566846	-0.00804415417	0.00381730475	0.000763804478	15.9137836	0	0	0	0	3
151	91	0	2.22296623	-0.00448476696	-0.00144619459	-0.00804415417	0.00381730475	0.000743692019	16.0706843	0	0	0	0	3
152	91	0	2.23768786	-0.00172514735	-0.00155008846	-0.00804415417	0.00381730475	0.000743692019	16.0756407	0	0	0	0	3
153	92	0	2.25240949	-0.00333489662	-0.00165732305	-0.00804415417	0.00381730475	0.000661819232	16.083292	0	0	0	0	3
154	92	0	2.26713113	0.000516341378	-0.0017544102	-0.00804415417	0.00333956246	0.000619844618	16.0776499	0	0	0	0	3
155	93	0	2.28185276	-1.97927357e-05	-0.00181673036	-0.00804415417	0.00333956246	0.000569033407	15.9146983	0	0	0	0	3
156	93	0	2.29657439	0.00113526236	-0.00183544909	-0.00804415417	0.00333956246	0.000495095163	15.910114	0	0	0	0	3
157	94	0	2.31129602	0.0014989975	-0.00188636423	-0.00804415417	0.00333956246	0.000540887968	15.9050425	0	0	0	0	3
158	94	0	2.32601765	0.00174353494	-0.00193330622	-0.00804415417	0.00307299014	0.000587829954	15.8995545	0	0	0	0	3
159	95	0	2.34073928	0.00149261404	-0.00193109053	-0.00804415417	0.00307299014	0.000587829954	15.8957267	0	0	0	0	3
160	96	0	2.35546091	0.00283237461	-0.00193816745	-0.00804415417	0.00283237461	0.000592691192	15.8912155	0	0	0	0	3
161	96	0	2.37018254	0.000769255358	-0.00197052277	-0.00804415417	0.00283237461	0.000625046507	15.8956456	0	0	0	0	3
162	97	0	2.38490417	0.00263433677	-0.00196891881	-0.00804415417	0.00283237461	0.000625046507	15.8839993	0	0	0	0	3
163	97	0	2.3996258	0.00244645456	-0.00194429946	-0.00804415417	0.00283237461	0.000625046507	15.8859337	0	0	0	0	3
164	98	0	2.41434743	-0.000412941833	-0.00200802964	-0.00804415417	0.00283237461	0.000662553378	15.8731778	0	0	0	0	3
165	98	0	2.42906906	-0.00523783992	-0.00217916354	-0.00804415417	0.00283237461	0.000833687276	16.2232393	0	0	0	0	3
166	99	0	2.44379069	0.00181083445	-0.00206459552	-0.00804415417	0.00283237461	0.000833687276	16.2309474	0	0	0	0	3
167	100	0	2.45851232	0.0015358353	-0.00206777809	-0.00804415417	0.00283237461	0.000833687276	16.2448502	0	0	0	0	3
168	100	0	2.47323396	7.44833946e-05	-0.00212164246	-0.00804415417	0.00283237461	0.000833687276	16.248824	0	0	0	0	3
169	101	0	2.48795559	0.00105369098	-0.0020281798	-0.00804415417	0.00283237461	0.000833687276	16.2450169	0	0	0	0	3
170	101	0	2.50267722	0.00278243097	-0.0017899305	-0.00804415417	0.00283237461	0.000833687276	16.0806277	0	0	0	0	3
171	102	0	2.51739885	-0.00598073916	-0.001959272	-0.00804415417	0.00283237461	0.000833687276	16.2539255	0	0	0	0	3
172	102	0	2.53212048	-0.0012603565	-0.00188390154	-0.00804415417	0.00283237461	0.000833687276	16.2513872	0	0	0	0	3
173	103	0	2.54684211	-0.00284620298	-0.00190648722	-0.00804415417	0.00283237461	0.000833687276	16.258477	0	0	0	0	3
174	103	0	2.56156374	-0.00419497109	-0.00186116589	-0.00804415417	0.00283237461	0.000833687276	16.0840845	0	0	0	0	3
175	104	0	2.57628537	-0.00992519892	-0.00202550396	-0.00992519892	0.00283237461	0.000833687276	16.2472924	0	0	0	0	3
176	104	0	2.591007	-0.00402941905	-0.00190742352	-0.00992519892	0.00283237461	0.000833687276	16.2423008	0	0	0	0	3
177	105	0	2.60572863	-0.00592962006	-0.00191286727	-0.00992519892	0.00283237461	0.000833687276	16.0743417	0	0	0	0	3
178	105	0	2.62045026	-0.00577986962	-0.00191345883	-0.00992519892	0.00283237461	0.000833687276	15.915339	0	0	0	0	3
179	106	0	2.63517189	-0.0100597268	-0.00202466957	-0.0100597268	0.00283237461	0.000813495081	15.9092799	0	0	0	0	3
180	107	0	2.64989352	-0.012778252	-0.00219514628	-0.012778252	0.00283237461	0.000829477823	16.0676481	0	0	0	0	3
